From	To
8048	CSRP3_HUMAN
4798	NFRKB_HUMAN
4317	MMP8_HUMAN
38	THIL_HUMAN
55216	CK057_HUMAN
54970	A8K8G6_HUMAN
54970	B0YJB4_HUMAN
54970	Q53G14_HUMAN
54970	TTC12_HUMAN
120400	G3V1T0_HUMAN
120400	NXPE1_HUMAN
23187	PHLB1_HUMAN
23187	Q6ZUD6_HUMAN
23187	Q8NC75_HUMAN
84680	1A1L1_HUMAN
54414	SIAE_HUMAN
26610	ELP4_HUMAN
26610	G5E9D4_HUMAN
29087	THYN1_HUMAN
219417	OR8U1_HUMAN
5007	OSBP1_HUMAN
54972	T132A_HUMAN
51524	J3QSZ6_HUMAN
51524	TM138_HUMAN
50813	CSN7A_HUMAN
283237	TTC9C_HUMAN
6811	STX5_HUMAN
6207	RS13_HUMAN
6833	ABCC8_HUMAN
7136	TNNI2_HUMAN
84067	F16A2_HUMAN
5741	PTHY_HUMAN
6764	ST5_HUMAN
390038	O51D1_HUMAN
5029	P2RY2_HUMAN
716	C1S_HUMAN
2339	FNTA_HUMAN
10008	KCNE3_HUMAN
10008	Q6IAE6_HUMAN
79731	B3KPX5_HUMAN
79731	Q9H5H1_HUMAN
79731	SYNM_HUMAN
9099	UBP2_HUMAN
6302	B4DFJ7_HUMAN
6302	TSN31_HUMAN
1019	CDK4_HUMAN
57531	HACE1_HUMAN
6249	B3KXA5_HUMAN
6249	CLIP1_HUMAN
6389	D6RFM5_HUMAN
6389	SDHA_HUMAN
63891	RN123_HUMAN
5053	PH4H_HUMAN
23066	CAND2_HUMAN
79663	A8K045_HUMAN
79663	HBAP1_HUMAN
56975	DMP4_HUMAN
2898	A8K0H7_HUMAN
2898	F8WEZ8_HUMAN
2898	GRIK2_HUMAN
2898	Q8IY40_HUMAN
10644	B3FTN5_HUMAN
10644	B4DKT5_HUMAN
10644	F8W930_HUMAN
10644	IF2B2_HUMAN
3081	HGD_HUMAN
5557	PRI1_HUMAN
23553	HYAL4_HUMAN
56311	ANKR7_HUMAN
971	CD72_HUMAN
971	Q5TLG3_HUMAN
3440	IFNA2_HUMAN
56262	A8K1C7_HUMAN
56262	LRC8A_HUMAN
5861	B7Z8M7_HUMAN
5861	Q5U0I6_HUMAN
5861	RAB1A_HUMAN
51099	ABHD5_HUMAN
8630	H17B6_HUMAN
1232	CCR3_HUMAN
1232	Q8TDP4_HUMAN
1232	Q8TDP5_HUMAN
814	KCC4_HUMAN
55008	HERC6_HUMAN
23324	MA2B2_HUMAN
3009	H15_HUMAN
10111	A5D6Y3_HUMAN
10111	RAD50_HUMAN
64098	PARVG_HUMAN
10013	HDAC6_HUMAN
537	VAS1_HUMAN
5165	PDK3_HUMAN
55223	TRI62_HUMAN
5581	KPCE_HUMAN
5581	L7RTI5_HUMAN
1657	B2RWN7_HUMAN
1657	DMXL1_HUMAN
1657	F1T0K4_HUMAN
1657	F5H269_HUMAN
5358	B4DGB4_HUMAN
5358	B4DPW9_HUMAN
5358	B7Z6M1_HUMAN
5358	PLST_HUMAN
79683	ZDH14_HUMAN
5696	PSB8_HUMAN
5696	X5CMJ9_HUMAN
91368	C2AIL_HUMAN
114960	TSG13_HUMAN
60488	RT35_HUMAN
23492	B0QYP2_HUMAN
23492	CBX7_HUMAN
10402	SIA10_HUMAN
7486	Q59F09_HUMAN
7486	WRN_HUMAN
8468	FKBP6_HUMAN
7862	BRPF1_HUMAN
84298	LLPH_HUMAN
51015	ISOC1_HUMAN
10393	APC10_HUMAN
3596	IL13_HUMAN
79953	SYNG1_HUMAN
4771	MERL_HUMAN
10046	MAMD1_HUMAN
5160	ODPA_HUMAN
54221	SNTG2_HUMAN
4745	B3KXR2_HUMAN
4745	F5H6I3_HUMAN
4745	J3KNC5_HUMAN
4745	K9UUD5_HUMAN
4745	NELL1_HUMAN
27102	E2AK1_HUMAN
51303	E9PAR0_HUMAN
51303	FKB11_HUMAN
2968	TF2H4_HUMAN
6623	Q6FHG5_HUMAN
6623	SYUG_HUMAN
9919	F1T0I1_HUMAN
9919	J3KNL6_HUMAN
9919	SC16A_HUMAN
1500	CTND1_HUMAN
2932	GSK3B_HUMAN
2932	Q6FI27_HUMAN
56941	E7EMP6_HUMAN
56941	HMCES_HUMAN
10590	SEGN_HUMAN
83879	CDCA7_HUMAN
1135	ACHA2_HUMAN
3174	F1D8Q4_HUMAN
3174	HNF4G_HUMAN
10584	COL10_HUMAN
5118	PCOC1_HUMAN
3225	HXC9_HUMAN
3225	Q8N561_HUMAN
55695	NSUN5_HUMAN
113419	TX261_HUMAN
53831	GPR84_HUMAN
11334	TUSC2_HUMAN
4736	RL10A_HUMAN
317671	RFESD_HUMAN
23	ABCF1_HUMAN
23	Q2L6I2_HUMAN
1312	COMT_HUMAN
29107	NXT1_HUMAN
23229	ARHG9_HUMAN
23229	B1AMR3_HUMAN
11152	WIPI4_HUMAN
6910	TBX5_HUMAN
79612	A4FU51_HUMAN
79612	NAA16_HUMAN
221914	GPC2_HUMAN
4889	NPY5R_HUMAN
259197	NCTR3_HUMAN
259197	Q05D23_HUMAN
221927	BRAT1_HUMAN
51115	B4DNF5_HUMAN
51115	E5RH53_HUMAN
51115	E7EVI2_HUMAN
51115	Q6N086_HUMAN
51115	RMD1_HUMAN
54927	A4D1N4_HUMAN
54927	CHCH3_HUMAN
80315	B7ZLQ8_HUMAN
80315	CPEB4_HUMAN
8739	HRK_HUMAN
51164	DCTN4_HUMAN
51164	Q9NSJ5_HUMAN
9372	ZFYV9_HUMAN
6757	R9QTR3_HUMAN
6757	SSX2_HUMAN
5250	MPCP_HUMAN
5250	Q6MZF9_HUMAN
11259	FIL1L_HUMAN
5468	D2KUA6_HUMAN
5468	PPARG_HUMAN
55365	T176A_HUMAN
54429	A4D1U0_HUMAN
54429	Q502V5_HUMAN
54429	TA2R5_HUMAN
8767	RIPK2_HUMAN
56913	C1GLT_HUMAN
5965	RECQ1_HUMAN
55342	STRBP_HUMAN
55342	V9HWK4_HUMAN
3680	ITA9_HUMAN
3680	Q8N6H6_HUMAN
55840	EAF2_HUMAN
4552	MTRR_HUMAN
3818	KLKB1_HUMAN
8531	YBOX3_HUMAN
54848	ARH38_HUMAN
84282	B3KV69_HUMAN
84282	RN135_HUMAN
3397	ID1_HUMAN
514	ATP5E_HUMAN
54069	MS18A_HUMAN
10884	RT30_HUMAN
79925	SPEF2_HUMAN
51397	COMDA_HUMAN
552	V1AR_HUMAN
552	X5D2B0_HUMAN
50614	GALT9_HUMAN
50614	J3KNN1_HUMAN
5175	PECA1_HUMAN
51071	DEOC_HUMAN
51071	E9PPM8_HUMAN
64949	RT26_HUMAN
338382	RAB7B_HUMAN
577	BAI3_HUMAN
129880	BBS5_HUMAN
10494	B3KRS6_HUMAN
10494	B4DMA5_HUMAN
10494	B4DVS7_HUMAN
10494	B4DZ52_HUMAN
10494	B4E185_HUMAN
10494	Q96BA2_HUMAN
10494	STK25_HUMAN
5130	PCY1A_HUMAN
25972	J3KQ47_HUMAN
25972	UNC50_HUMAN
51110	LACB2_HUMAN
79075	DCC1_HUMAN
7748	ZN195_HUMAN
3792	KELL_HUMAN
6595	B1ALF6_HUMAN
6595	B4DNT1_HUMAN
6595	B4DSC8_HUMAN
6595	Q56A76_HUMAN
6595	Q8N9Q1_HUMAN
6595	SMCA2_HUMAN
54840	APTX_HUMAN
29988	GTR8_HUMAN
29988	Q5VVV9_HUMAN
29988	Q8WZ05_HUMAN
23559	WBP1_HUMAN
6750	SMS_HUMAN
22937	F8W921_HUMAN
22937	SCAP_HUMAN
55299	BRX1_HUMAN
1448	CASK_HUMAN
55212	BBS7_HUMAN
4111	MAGAC_HUMAN
4111	Q6FHH8_HUMAN
9918	B3KMS0_HUMAN
9918	B3KY03_HUMAN
9918	CND1_HUMAN
6453	ITSN1_HUMAN
6453	Q6PD56_HUMAN
59272	ACE2_HUMAN
54762	GRM1C_HUMAN
666	BOK_HUMAN
7360	UGPA_HUMAN
429	ASCL1_HUMAN
83692	C99L2_HUMAN
29882	ANC2_HUMAN
55124	PIWL2_HUMAN
55124	W0HK13_HUMAN
51442	VGLL1_HUMAN
57634	EP400_HUMAN
8428	B4DR80_HUMAN
8428	Q5U0E6_HUMAN
8428	Q6P0Y1_HUMAN
8428	STK24_HUMAN
6138	RL15_HUMAN
50649	ARHG4_HUMAN
50649	Q9NTG0_HUMAN
5217	PROF2_HUMAN
29909	GP171_HUMAN
5368	PNOC_HUMAN
56892	CH004_HUMAN
1523	CASP_HUMAN
1523	CUX1_HUMAN
1523	Q3LIA3_HUMAN
6522	B3A2_HUMAN
6522	Q59GF1_HUMAN
10497	Q4LE73_HUMAN
10497	UN13B_HUMAN
54534	RM50_HUMAN
550	AUP1_HUMAN
2596	NEUM_HUMAN
2596	Q5U058_HUMAN
57709	S7A14_HUMAN
84142	D6REL5_HUMAN
84142	F175A_HUMAN
80724	ACD10_HUMAN
51166	AADAT_HUMAN
51166	Q4W5N8_HUMAN
1062	CENPE_HUMAN
4883	A8K4A5_HUMAN
4883	ANPRC_HUMAN
4883	C9JK69_HUMAN
4883	Q60I31_HUMAN
23676	SMPX_HUMAN
79183	B2RA57_HUMAN
79183	TTPAL_HUMAN
84844	PHF5A_HUMAN
9980	DOP2_HUMAN
81543	LRRC3_HUMAN
81543	Q6ZSA1_HUMAN
660	BMX_HUMAN
10149	A8K4P7_HUMAN
10149	GPR64_HUMAN
10149	Q499H0_HUMAN
10692	OPSX_HUMAN
113115	MTFR2_HUMAN
820	CAMP_HUMAN
820	J3KNB4_HUMAN
3297	HSF1_HUMAN
255743	NPNT_HUMAN
55888	A7MAY2_HUMAN
55888	C9J6L6_HUMAN
55888	Q0VAP0_HUMAN
55888	ZKSC7_HUMAN
55179	FAIM1_HUMAN
10234	LRC17_HUMAN
9971	B6ZGS9_HUMAN
9971	F1DAL1_HUMAN
9971	NR1H4_HUMAN
7539	ZFP37_HUMAN
29915	HCFC2_HUMAN
7270	TTF1_HUMAN
8987	STBD1_HUMAN
11019	B4E0L7_HUMAN
11019	LIAS_HUMAN
11019	Q6P5Q6_HUMAN
26268	FBX9_HUMAN
10742	B2RBE9_HUMAN
10742	B3KPD7_HUMAN
10742	RAI2_HUMAN
23394	ADNP_HUMAN
29935	RFA4_HUMAN
6448	SPHM_HUMAN
84617	B4E386_HUMAN
84617	TBB6_HUMAN
23316	CUX2_HUMAN
57102	CL004_HUMAN
10811	NOXA1_HUMAN
257364	SNX33_HUMAN
10739	RFPL2_HUMAN
84070	F186B_HUMAN
79624	B4DPT6_HUMAN
79624	CF211_HUMAN
79624	F5GZY1_HUMAN
29098	MOG1_HUMAN
84525	HOP_HUMAN
27000	DNJC2_HUMAN
2796	GON1_HUMAN
26190	B4DT60_HUMAN
26190	FBXW2_HUMAN
66000	B3KT64_HUMAN
66000	E9PB58_HUMAN
66000	TM108_HUMAN
7913	DEK_HUMAN
79682	CENPU_HUMAN
6649	SODE_HUMAN
8435	SOAT2_HUMAN
8763	MUC24_HUMAN
80341	BPIB2_HUMAN
5335	PLCG1_HUMAN
5335	Q4LE43_HUMAN
5335	Q9UFY1_HUMAN
6939	A4LBB6_HUMAN
6939	Q6NVX3_HUMAN
6939	TCF15_HUMAN
4113	MAGB2_HUMAN
4113	Q53G50_HUMAN
8226	HDHD1_HUMAN
9381	OTOF_HUMAN
167359	NIM1_HUMAN
7791	Q96AF9_HUMAN
7791	ZYX_HUMAN
8823	FGF16_HUMAN
3960	LEG4_HUMAN
3960	Q6FHZ4_HUMAN
2952	GSTT1_HUMAN
2952	Q6IC69_HUMAN
83940	TATD1_HUMAN
7224	TRPC5_HUMAN
22862	FND3A_HUMAN
26280	IRPL2_HUMAN
55032	S35A5_HUMAN
112611	RWD2A_HUMAN
10184	LHPL2_HUMAN
139716	GAB3_HUMAN
51634	Q05DU0_HUMAN
51634	RBMX2_HUMAN
6100	RP9_HUMAN
25853	DCA12_HUMAN
55627	B1PBA3_HUMAN
55627	H7BXF4_HUMAN
55627	NSMA3_HUMAN
57467	HHATL_HUMAN
57467	Q5QTR4_HUMAN
9604	B7Z229_HUMAN
9604	RNF14_HUMAN
56978	PRDM8_HUMAN
56978	Q05CA1_HUMAN
84709	HUMMR_HUMAN
55013	MCUB_HUMAN
26692	OR2W1_HUMAN
27071	DAPP1_HUMAN
5049	PA1B2_HUMAN
5049	V9HW44_HUMAN
54784	ALKB4_HUMAN
438	ASMT_HUMAN
438	X5D784_HUMAN
64118	DUS1L_HUMAN
84548	B7Z4G6_HUMAN
84548	E7EMM1_HUMAN
84548	Q8TCB3_HUMAN
84548	T185A_HUMAN
140767	NRSN1_HUMAN
8797	TR10A_HUMAN
1880	GP183_HUMAN
79694	MANEA_HUMAN
84448	ABLM2_HUMAN
10786	NPT4_HUMAN
83450	B3KSC6_HUMAN
83450	LRC48_HUMAN
80173	A0PJM7_HUMAN
80173	IFT74_HUMAN
4690	NCK1_HUMAN
7553	B4DWJ4_HUMAN
7553	F5H290_HUMAN
7553	ZNF7_HUMAN
55848	PLRKT_HUMAN
11061	LECT1_HUMAN
27019	DNAI1_HUMAN
2934	B7Z4U6_HUMAN
2934	GELS_HUMAN
285367	A8K773_HUMAN
285367	RUSD3_HUMAN
9038	TAAR5_HUMAN
81887	LAS1L_HUMAN
63926	ANKE1_HUMAN
84078	KBTB7_HUMAN
63904	DUS21_HUMAN
415	A1L484_HUMAN
415	ARSE_HUMAN
415	B7Z1M0_HUMAN
415	B7Z6V4_HUMAN
415	F5GYY5_HUMAN
415	F5H324_HUMAN
10855	HPSE_HUMAN
79647	AKIR1_HUMAN
54937	SOLH2_HUMAN
152	ADA2C_HUMAN
152	Q4W594_HUMAN
25915	A4FU71_HUMAN
25915	NDUF3_HUMAN
25915	Q9Y3Z0_HUMAN
22885	ABLM3_HUMAN
7411	B4DWR3_HUMAN
7411	PFD3_HUMAN
84085	FBX30_HUMAN
55074	OXR1_HUMAN
79866	B4DQ30_HUMAN
79866	B5LMG6_HUMAN
79866	BORA_HUMAN
4486	B4E058_HUMAN
4486	RON_HUMAN
23161	Q86XC4_HUMAN
23161	SNX13_HUMAN
6810	B7Z425_HUMAN
6810	STX4_HUMAN
79596	RN219_HUMAN
2803	GOGA4_HUMAN
2803	Q49A56_HUMAN
112616	CKLF7_HUMAN
6119	A4D105_HUMAN
6119	RFA3_HUMAN
4852	A4D158_HUMAN
4852	NPY_HUMAN
10512	B4E2I9_HUMAN
10512	SEM3C_HUMAN
259	AMBP_HUMAN
7634	ZNF80_HUMAN
26355	F162A_HUMAN
26355	Q9H2P1_HUMAN
10333	B2R933_HUMAN
10333	TLR6_HUMAN
6005	Q96E98_HUMAN
6005	RHAG_HUMAN
59336	PRD13_HUMAN
4301	AFAD_HUMAN
4301	J3KN01_HUMAN
54514	DDX4_HUMAN
5229	PGTB1_HUMAN
23630	KCE1L_HUMAN
23630	Q5JWV7_HUMAN
8484	GALR3_HUMAN
27301	APEX2_HUMAN
27301	B4DWI9_HUMAN
27301	B7ZA71_HUMAN
27301	E5KN95_HUMAN
8467	SMCA5_HUMAN
8794	TR10C_HUMAN
10404	CBPQ_HUMAN
1152	KCRB_HUMAN
1152	V9HWH2_HUMAN
2569	GBRR1_HUMAN
7260	TSSC1_HUMAN
4583	MUC2_HUMAN
1378	CR1_HUMAN
1378	E9PDY4_HUMAN
51112	Q8N9N0_HUMAN
51112	TPC12_HUMAN
51109	RDH11_HUMAN
57510	XPO5_HUMAN
6152	RL24_HUMAN
6152	V9HW01_HUMAN
9242	MUSC_HUMAN
10112	KI20A_HUMAN
6554	B2RA41_HUMAN
6554	NTCP_HUMAN
5125	PCSK5_HUMAN
2669	GEM_HUMAN
79789	CLMN_HUMAN
79789	Q6NUQ2_HUMAN
8021	NU214_HUMAN
2203	F16P1_HUMAN
2203	Q2TU34_HUMAN
5047	PAEP_HUMAN
5194	PEX13_HUMAN
275	GCST_HUMAN
83697	B3A4_HUMAN
4724	NDUS4_HUMAN
5267	KAIN_HUMAN
81847	RN146_HUMAN
64850	AT2L1_HUMAN
64850	E7ENR6_HUMAN
2870	B3KPS5_HUMAN
2870	GRK6_HUMAN
51654	CK5P1_HUMAN
51654	Q53H36_HUMAN
84216	F5H3Q2_HUMAN
84216	F8VS00_HUMAN
84216	Q05C15_HUMAN
84216	TM117_HUMAN
6906	THBG_HUMAN
5687	PSA6_HUMAN
5009	OTC_HUMAN
2672	B3KVN4_HUMAN
2672	GFI1_HUMAN
130162	CLHC1_HUMAN
199857	ALG14_HUMAN
1589	CP21A_HUMAN
1589	Q08AG9_HUMAN
1589	Q16874_HUMAN
8925	HERC1_HUMAN
10741	RBBP9_HUMAN
10011	SRA1_HUMAN
27147	DEN2A_HUMAN
118426	G3V1P3_HUMAN
118426	L12R1_HUMAN
6159	RL29_HUMAN
5947	RET1_HUMAN
79989	B7Z1H0_HUMAN
79989	B7Z2T3_HUMAN
79989	TTC26_HUMAN
51531	NAP1_HUMAN
51531	Q5T114_HUMAN
6461	SHB_HUMAN
91653	BOC_HUMAN
91653	Q96DN7_HUMAN
4695	NDUA2_HUMAN
29958	B3KQ84_HUMAN
29958	M2GD_HUMAN
4064	CD180_HUMAN
213	ALBU_HUMAN
5594	MK01_HUMAN
5594	Q1HBJ4_HUMAN
5594	Q499G7_HUMAN
1059	CENPB_HUMAN
10600	UBP16_HUMAN
1527	TEX28_HUMAN
3052	CCHL_HUMAN
3608	B4DY09_HUMAN
3608	F4ZW62_HUMAN
3608	ILF2_HUMAN
3608	Q53FG3_HUMAN
2902	NMDZ1_HUMAN
2902	Q59GW0_HUMAN
2902	Q5VSF9_HUMAN
1645	AK1C1_HUMAN
55602	B3KTW3_HUMAN
55602	CARF_HUMAN
4636	MYL5_HUMAN
7737	R113A_HUMAN
29993	PACN1_HUMAN
29993	Q5TZC3_HUMAN
10554	PLCA_HUMAN
23567	D6RJ07_HUMAN
23567	ZN346_HUMAN
10876	EP3A_HUMAN
10876	W0UTC5_HUMAN
25878	MXRA5_HUMAN
1325	CORT_HUMAN
1325	Q8IUV6_HUMAN
231	ALDR_HUMAN
150209	AIFM3_HUMAN
150209	B7Z376_HUMAN
51564	HDAC7_HUMAN
10057	MRP5_HUMAN
1642	DDB1_HUMAN
10495	ENOX2_HUMAN
10495	Q32ND0_HUMAN
10807	SDCG3_HUMAN
137902	PXDNL_HUMAN
51373	RT17_HUMAN
5478	PPIA_HUMAN
5478	Q567Q0_HUMAN
5478	V9HWF5_HUMAN
2342	FNTB_HUMAN
2733	B3KMG0_HUMAN
2733	GLE1_HUMAN
92369	SPSB4_HUMAN
132160	B7XGB9_HUMAN
132160	F8W976_HUMAN
132160	PPM1M_HUMAN
7476	WNT7A_HUMAN
79155	TNIP2_HUMAN
51802	ASIC5_HUMAN
79722	ANR55_HUMAN
4001	B4DZT3_HUMAN
4001	LMNB1_HUMAN
4159	MC3R_HUMAN
5716	PSD10_HUMAN
51761	AT8A2_HUMAN
51761	Q6ZSP3_HUMAN
51761	Q6ZU25_HUMAN
8634	RTCA_HUMAN
122830	B3KS28_HUMAN
122830	NAA30_HUMAN
54919	B3KPE2_HUMAN
54919	HEAT2_HUMAN
4126	MANBA_HUMAN
11169	WDHD1_HUMAN
56918	CB083_HUMAN
3115	DPB1_HUMAN
3115	I4EC15_HUMAN
10840	AL1L1_HUMAN
10840	Q53H87_HUMAN
9172	MYOM2_HUMAN
4189	DNJB9_HUMAN
4189	Q6FIF1_HUMAN
3376	Q6P0M4_HUMAN
3376	Q7L4K8_HUMAN
3376	SYIC_HUMAN
2800	GOGA1_HUMAN
51555	B7Z219_HUMAN
51555	PEX5R_HUMAN
8314	BAP1_HUMAN
51151	D6RGY6_HUMAN
51151	S45A2_HUMAN
57231	SNX14_HUMAN
374	AREG_HUMAN
83594	E7EM93_HUMAN
83594	NUD12_HUMAN
80345	ZSC16_HUMAN
54845	ESRP1_HUMAN
83544	DNAL1_HUMAN
23054	F6M2K2_HUMAN
23054	F6M2K3_HUMAN
23054	NCOA6_HUMAN
81030	ZBP1_HUMAN
79921	TCAL4_HUMAN
6748	SSRD_HUMAN
55258	A8K0C1_HUMAN
55258	THNS2_HUMAN
3751	A4D0V9_HUMAN
3751	KCND2_HUMAN
3751	Q75LS7_HUMAN
55884	WSB2_HUMAN
8892	EI2BB_HUMAN
8892	Q53XC2_HUMAN
114902	C1QT5_HUMAN
6192	RS4Y1_HUMAN
8504	PEX3_HUMAN
51250	CF203_HUMAN
51250	J3KQ88_HUMAN
27439	CECR6_HUMAN
11161	ERG28_HUMAN
11161	Q6FII3_HUMAN
11161	Q86TW5_HUMAN
339665	S35E4_HUMAN
51460	SMBT1_HUMAN
55573	CDV3_HUMAN
55573	D6R9V8_HUMAN
55573	D6RDN0_HUMAN
55573	D6RFH2_HUMAN
1363	CBPE_HUMAN
57143	ADCK1_HUMAN
11157	LSM6_HUMAN
84418	CYTM1_HUMAN
55255	WDR41_HUMAN
81797	D2XT27_HUMAN
81797	O12D3_HUMAN
6892	TPSN_HUMAN
7272	TTK_HUMAN
9465	AKA7A_HUMAN
9465	AKA7G_HUMAN
9465	Q2TAJ5_HUMAN
9465	Q6P4D3_HUMAN
51314	TXND3_HUMAN
7462	NTAL_HUMAN
83862	T120A_HUMAN
2581	E7EPA4_HUMAN
2581	GALC_HUMAN
23660	B3KNK8_HUMAN
23660	ZKSC5_HUMAN
29968	SERC_HUMAN
54886	LPPR1_HUMAN
145567	Q6PIF1_HUMAN
145567	TTC7B_HUMAN
6304	SATB1_HUMAN
197322	ACSF3_HUMAN
197322	F5H5A1_HUMAN
55006	TR61B_HUMAN
57126	CD177_HUMAN
26984	SC22A_HUMAN
84193	SETD3_HUMAN
8277	B7Z7I0_HUMAN
8277	TKTL1_HUMAN
5641	LGMN_HUMAN
5641	Q53XC6_HUMAN
5641	Q86TV2_HUMAN
5641	Q86TV3_HUMAN
5641	Q96CY7_HUMAN
8200	F1T0J1_HUMAN
8200	GDF5_HUMAN
7184	ENPL_HUMAN
7184	V9HWP2_HUMAN
9318	CSN2_HUMAN
9318	Q59EL2_HUMAN
84419	NMES1_HUMAN
84978	B3KVN9_HUMAN
84978	B5MC67_HUMAN
84978	FRMD5_HUMAN
84978	H0YKW6_HUMAN
79811	A8K5V8_HUMAN
79811	SLTM_HUMAN
4123	MA2C1_HUMAN
6095	RORA_HUMAN
5346	PLIN1_HUMAN
170482	CLC4C_HUMAN
23423	F5H4M7_HUMAN
23423	TMED3_HUMAN
55070	DET1_HUMAN
435	ARLY_HUMAN
51103	CIA30_HUMAN
51103	H0YL22_HUMAN
25823	TRYG1_HUMAN
57567	ZN319_HUMAN
6361	CCL17_HUMAN
29066	Z3H7A_HUMAN
23049	SMG1_HUMAN
51673	TPPP3_HUMAN
79007	DBND1_HUMAN
10993	Q8WW81_HUMAN
10993	SDHL_HUMAN
3040	D1MGQ2_HUMAN
3040	HBA_HUMAN
9028	RHBL1_HUMAN
343	AQP8_HUMAN
80178	CP059_HUMAN
146456	TMED6_HUMAN
84166	NLRC5_HUMAN
84166	Q6MZW3_HUMAN
84166	Q9H6Y0_HUMAN
5908	B7ZAY2_HUMAN
5908	RAP1B_HUMAN
29108	ASC_HUMAN
57407	NMRL1_HUMAN
9665	MARF1_HUMAN
25880	TM186_HUMAN
79157	MFS11_HUMAN
9349	RL23_HUMAN
3851	B4DRS2_HUMAN
124583	CANT1_HUMAN
10871	CLM6_HUMAN
79902	J3KT10_HUMAN
79902	NUP85_HUMAN
7157	H2EHT1_HUMAN
7157	K7PPA8_HUMAN
7157	P53_HUMAN
7157	Q53GA5_HUMAN
79657	RPAP3_HUMAN
6662	SOX9_HUMAN
9912	A6NCP5_HUMAN
9912	E7ERK8_HUMAN
9912	Q69Z00_HUMAN
9912	RHG44_HUMAN
4621	MYH3_HUMAN
4621	Q5GJ67_HUMAN
51174	TBD_HUMAN
11232	DPOG2_HUMAN
11232	E5KS15_HUMAN
4669	ANAG_HUMAN
10493	VAT1_HUMAN
1101	CHAD_HUMAN
2793	GBGT2_HUMAN
79154	DHR11_HUMAN
3219	B3KPJ1_HUMAN
3219	HXB9_HUMAN
26022	TMM98_HUMAN
147007	TM199_HUMAN
10161	B3KVQ5_HUMAN
10161	LPAR6_HUMAN
7326	UB2G1_HUMAN
11337	GBRAP_HUMAN
11337	Q6IAW1_HUMAN
9032	T4S5_HUMAN
317719	KLH10_HUMAN
3866	B3KVF5_HUMAN
3866	K1C15_HUMAN
51529	APC11_HUMAN
246243	B3KUD4_HUMAN
246243	E5KN15_HUMAN
246243	RNH1_HUMAN
84081	B7ZL27_HUMAN
84081	NSRP1_HUMAN
85289	KRA45_HUMAN
147199	SG1C1_HUMAN
7314	Q5U5U6_HUMAN
7314	UBB_HUMAN
51168	MYO15_HUMAN
4991	OR1D2_HUMAN
6144	Q6IAX2_HUMAN
6144	RL21_HUMAN
65258	MPPE1_HUMAN
81035	COL12_HUMAN
84034	EMIL2_HUMAN
6925	B3KVA4_HUMAN
6925	H3BTP3_HUMAN
6925	ITF2_HUMAN
4089	SMAD4_HUMAN
8170	UT2_HUMAN
2531	KDSR_HUMAN
10194	A7YF73_HUMAN
10194	TSH1_HUMAN
3036	G3V1S7_HUMAN
3036	HYAS1_HUMAN
3036	Q8IYH3_HUMAN
284371	ZN841_HUMAN
147686	J3KQR4_HUMAN
147686	ZN418_HUMAN
10804	CXB6_HUMAN
23646	PLD3_HUMAN
1549	CP2A7_HUMAN
1549	F8W816_HUMAN
125972	CALR3_HUMAN
57192	MCLN1_HUMAN
91663	MYADM_HUMAN
9466	I27RA_HUMAN
439	ASNA_HUMAN
90592	ZN700_HUMAN
163059	ZN433_HUMAN
3661	E2GIM5_HUMAN
3661	E2GIM6_HUMAN
3661	E2GIM7_HUMAN
3661	E2GIM8_HUMAN
3661	E2GIM9_HUMAN
3661	IRF3_HUMAN
3661	M0QYT9_HUMAN
114336	H9KV56_HUMAN
6415	SELW_HUMAN
4861	NPAS1_HUMAN
10653	SPIT2_HUMAN
84775	ZN607_HUMAN
55094	GPTC1_HUMAN
6829	SPT5H_HUMAN
9667	SAFB2_HUMAN
26539	O10H1_HUMAN
84306	PDD2L_HUMAN
333	APLP1_HUMAN
1997	ELF1_HUMAN
1997	Q6MZZ4_HUMAN
91120	B3KUX2_HUMAN
91120	ZN682_HUMAN
148156	B7Z798_HUMAN
148156	ZN558_HUMAN
26333	OR7AH_HUMAN
100129842	ZN737_HUMAN
7064	THOP1_HUMAN
84705	B7Z563_HUMAN
84705	GTPB3_HUMAN
8677	Q5U8S2_HUMAN
8677	STX10_HUMAN
8677	X6R2W0_HUMAN
7247	B3KRM8_HUMAN
7247	TSN_HUMAN
10736	Q8TBA2_HUMAN
10736	SIX2_HUMAN
6344	Q8IV17_HUMAN
6344	SCTR_HUMAN
4093	SMAD9_HUMAN
151188	AR6P6_HUMAN
151188	B3KMZ5_HUMAN
6716	S5A2_HUMAN
6323	SCN1A_HUMAN
151295	B7Z508_HUMAN
151295	S23A3_HUMAN
57626	B7Z3I8_HUMAN
57626	KLHL1_HUMAN
57626	Q8TBJ7_HUMAN
58190	CTDS1_HUMAN
10120	ACTY_HUMAN
55471	B4DQY3_HUMAN
55471	NDUF7_HUMAN
8807	I18RA_HUMAN
8807	Q3KPE8_HUMAN
64395	GMCL1_HUMAN
64395	Q53SE7_HUMAN
29789	OLA1_HUMAN
8673	VAMP8_HUMAN
164781	DAW1_HUMAN
25801	GRAN_HUMAN
11320	MGT4A_HUMAN
64969	RT05_HUMAN
83446	CCD70_HUMAN
79675	D3DPC4_HUMAN
79675	FAKD1_HUMAN
1746	DLX2_HUMAN
1746	Q53QU7_HUMAN
1746	X5D7D8_HUMAN
55759	Q53T99_HUMAN
55759	WDR12_HUMAN
